1412.23	-52.2133
1429.26	-49.98
1445.91	-46.8533
1462.17	-42.8333
1478.04	-37.92
1493.53	-32.1133
1508.63	-25.4133
1523.34	-17.82
1537.67	-9.33333
1551.61	0.0466652
1565.16	10.32
1578.33	21.4867
1591.11	33.5467
1603.5	46.5
1615.29	60.28
1626.27	74.82
1636.44	90.12
1645.79	106.18
1654.33	123
1662.06	140.58
1668.97	158.92
1675.07	178.02
1680.36	197.88
1684.83	218.5
1688.49	239.88
1691.34	262.02
1693.37	284.92
1694.59	308.58
1695	333
1694.6	358.056
1693.39	382.289
1691.38	405.7
1688.56	428.289
1684.94	450.056
1680.52	471
1675.29	491.122
1669.26	510.422
1662.42	528.9
1654.78	546.556
1646.33	563.389
1637.08	579.4
1627.02	594.589
1616.16	608.956
1604.5	622.5
1592.22	635.196
1579.52	647.016
1566.4	657.96
1552.86	668.029
1538.89	677.222
1524.5	685.54
1509.69	692.982
1494.46	699.549
1478.8	705.24
1462.72	710.056
1446.22	713.996
1429.3	717.06
1411.96	719.249
1394.19	720.562
1376	721
1356.19	720.513
1337.01	719.053
1318.48	716.62
1300.59	713.213
1283.33	708.833
1266.72	703.48
1250.75	697.153
1235.41	689.853
1220.72	681.58
1206.67	672.333
1193.25	662.113
1180.48	650.92
1168.35	638.753
1156.85	625.613
1146	611.5
1135.82	596.684
1126.34	581.438
1117.56	565.76
1109.48	549.651
1102.11	533.111
1095.44	516.14
1089.47	498.738
1084.2	480.904
1079.64	462.64
1075.78	443.944
1072.62	424.818
1070.16	405.26
1068.4	385.271
1067.35	364.851
1067	344
1067.39	317.909
1068.57	292.702
1070.54	268.38
1073.29	244.942
1076.83	222.389
1081.16	200.72
1086.27	179.936
1092.17	160.036
1098.86	141.02
1106.33	122.889
1114.59	105.642
1123.64	89.28
1133.47	73.8022
1144.09	59.2089


1448	597
1493	539.5
1498.8	531.458
1504.2	522.664
1509.2	513.12
1513.8	502.824
1518	491.778
1521.8	479.98
1525.2	467.431
1528.2	454.131
1530.8	440.08
1533	425.278
1534.8	409.724
1536.2	393.42
1537.2	376.364
1537.8	358.558
1538	340
1537.8	319.893
1537.21	300.64
1536.22	282.24
1534.84	264.693
1533.06	248
1530.88	232.16
1528.31	217.173
1525.34	203.04
1521.98	189.76
1518.22	177.333
1514.07	165.76
1509.52	155.04
1504.58	145.173
1499.24	136.16
1493.5	128
1487.46	120.524
1481.2	113.564
1474.72	107.12
1468.02	101.191
1461.11	95.7778
1453.98	90.88
1446.63	86.4978
1439.06	82.6311
1431.28	79.28
1423.28	76.4444
1415.06	74.1244
1406.62	72.32
1397.96	71.0311
1389.09	70.2578
1380	70
1371.29	70.2578
1362.77	71.0311
1354.44	72.32
1346.29	74.1244
1338.33	76.4444
1330.56	79.28
1322.97	82.6311
1315.57	86.4978
1308.36	90.88
1301.33	95.7778
1294.49	101.191
1287.84	107.12
1281.37	113.564
1275.09	120.524
1269	128
1263.2	136.098
1257.8	144.924
1252.8	154.48
1248.2	164.764
1244	175.778
1240.2	187.52
1236.8	199.991
1233.8	213.191
1231.2	227.12
1229	241.778
1227.2	257.164
1225.8	273.28
1224.8	290.124
1224.2	307.698
1224	326
1224.2	346.236
1224.79	365.609
1225.78	384.12
1227.16	401.769
1228.94	418.556
1231.12	434.48
1233.69	449.542
1236.66	463.742
1240.02	477.08
1243.78	489.556
1247.93	501.169
1252.48	511.92
1257.42	521.809
1262.76	530.836
1268.5	539
1274.54	546.476
1280.78	553.436
1287.24	559.88
1293.9	565.809
1300.78	571.222
1307.86	576.12
1315.15	580.502
1322.65	584.369
1330.36	587.72
1338.28	590.556
1346.4	592.876
1354.74	594.68
1363.28	595.969
1372.04	596.742
1381	597
1389.84	596.744
1398.48	595.978
1406.92	594.7
1415.17	592.911
1423.22	590.611
1431.08	587.8
1438.74	584.478
1446.21	580.644
1453.48	576.3
1460.56	571.444
1467.44	566.078
1474.12	560.2
1480.61	553.811
1486.9	546.911


